id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
5243,TD DEVELOPMENT LLC,HODGSON DENISE,5401 PRICE AVE,BALTIMORE,2024-09-13,85000,85000
5244,BROOKLYN18 LLC,PIMLICO GROUP LLC,319 S MOUNT ST,BALTIMORE,2024-09-13,42000,67000
5245,IFWIN LLC,KEYWAVE SERVICES LLC,614 S MONROE ST,BALTIMORE,2024-09-13,40000,100039
5246,MJCCJM77 LLC,DOMINION FIN'L SERVICES LLC,1529 S HANOVER ST,BALTIMORE,2024-09-13,270000,237000
5247,LEVY VENTURES LLC,AMERITRUST MTG CORPORATION,3406 NOBLE ST,BALTIMORE,2024-09-13,225000,168750
5248,PROPERTY MAVENS LLC,AZ PRIVATE MORTGAGE LLC,3800 MARY AVE,BALTIMORE,2024-09-13,137500,185000
5249,429 MARLYN LLC,TRUSTED LENDING GROUP LLC,330 ALAMEDA PKWY,ARNOLD,2024-09-13,240000,220000
5250,KILMURRY PROPERTIES LLC,SANDY SPRING BANK,5337 CHICHESTER RD,SHADY SIDE,2024-09-13,425000,978677
5251,KILMURRY PROPERTIES LLC,SANDY SPRING BANK,5333 CHICHESTER RD,SHADY SIDE,2024-09-13,425000,978677
5252,CHOCTAW AMERICAN INSURANCE INC,LAND HOME FIN'L SERVICES INC,1112 FOREST DR,ANNAPOLIS,2024-09-13,350000,343660
5253,NIENBURG BAY INVESTMENTS LLC,KIAVI FUNDING INC,304 MAIDEN CHOICE LN,CATONSVILLE,2024-09-13,257000,329200
5254,DRR INVESTMENTS LLC,INDEPENDENT MTG CORPORATION,6 BYERS CT,RANDALLSTOWN,2024-09-13,310000,260000
5255,429 MARLYN LLC,EK HOMES LENDING LLC,6820 YATARUBA DR,GWYNN OAK,2024-09-13,215000,280000
5256,AK HOMES LLC,CAPITAL OCEAN LLC,7004 ALDEN RD,PIKESVILLE,2024-09-13,227500,278000
5257,STREAMLINE DEVELOPMENT LLC,STROY LLC,229 QUAKER RIDGE RD,LUTHERVILLE TIMONIUM,2024-09-13,405000,449395
5258,L & G PROPERTIES INC,LOAN FUNDER LLC,1700 BROOKVIEW RD,DUNDALK,2024-09-13,190000,159600
5259,IRES MD LLC,COMMERCIAL LENDING LLC,9180 PREFERENCE DR,LA PLATA,2024-09-13,325000,325000
5260,PSGMD LLC,DJ REAL ESTATE LLC,1730 FOUNTAIN ROCK WAY UNIT C,EDGEWOOD,2024-09-13,70000,107500
5261,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,1627 MARSHALL AVE,ROCKVILLE,2024-09-13,450000,435000
5262,CARPIO INVESTMENT LLC,UNITED WHOLESALE MORTGAGE LLC,6806 RENITA LN,BETHESDA,2024-09-13,850000,500000
5263,HNB INVESTMENT PROPERTIES LLC,RFLF 4 LLC,1302 STRATWOOD AVE,OXON HILL,2024-09-13,260000,320175
5264,CHURCH OF THE LIVING GOD-FULL GOSPEL MINISTRI,SIGNAL FINANCIAL FCU,2410 COOL SPRING RD,ADELPHI,2024-09-13,343000,326000
5265,SIMONE REAL ESTATE INC,SHORE UNITED BANK NA,21361 CAMBRIDGE AVE,LEXINGTON PARK,2024-09-13,67000,400000
5266,BUTTS PROPERTIES LLC,ANCHOR LOANS LP,1018 ROSE HILL AVE,HAGERSTOWN,2024-09-13,174700,297130
5267,BUTTS PROPERTIES LLC,ANCHOR LOANS LP,1016 ROSE HILL AVE,HAGERSTOWN,2024-09-13,174700,297130
5268,JACOBSON INVESTMENTS LLC,INCISIVE INVESTMENTS LLC,118 RAY ST,HAGERSTOWN,2024-09-13,79000,110000
5269,SRSH REALTY LLC,LENDINGONE LLC,423 E WASHINGTON ST,HAGERSTOWN,2024-09-13,226000,180800
5270,MOMENTUM REALTY LLC,NEXA MTG LLC,1629 E OLIVER ST,BALTIMORE,2024-09-13,142000,113600
5271,BMAD HOLDINGS LLC,BELTWAY ASSETS LLC,1524 N PAYSON ST,BALTIMORE,2024-09-13,59900,137400
5272,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,407 VENABLE AVE,BALTIMORE,2024-09-13,205000,153750
5273,CHR PROPERTIES LLC,LYNK INVESTMENTS LLC,2007 BOONE ST,BALTIMORE,2024-09-13,50000,158000
5274,TOTAL QUALITY REAL ESTATE GROUP LLC,HARD MONEY BANKERS LLC,506 ALLENDALE ST,BALTIMORE,2024-09-13,588750,30000
5275,PROPERTY INVESTOR GROUP LLC,KIAVI FUNDING INC,1004 BENNETT PL,BALTIMORE,2024-09-13,60000,152600
5276,PROPERTY MAVENS LLC,INVESTOR WHOLESALE FUNDING LLC,3104 LEEDS ST,BALTIMORE,2024-09-13,115000,130000
5277,IHMW POTOMAC OVERLOOK IX LLC,SANDY SPRING BANK,600 TRIMARAN WAY,OXON HILL,2024-09-12,1500000,3185341
5278,VALLEY INVESTMENT GROUP LLC,MD PRIVATE LENDER LLC,1108 W HAMBURG ST,BALTIMORE,2024-09-12,85000,150000
5279,EMPIRE PROPERTIES 2024 LLC,HOUSEMAX FUNDING LLC,5112 BELAIR RD,BALTIMORE,2024-09-12,250000,277500
5280,GUARDIAN HOME BUYERS LLC,RPIP SUB REIT LLC,5708 FAIR OAKS AVE,BALTIMORE,2024-09-12,110000,190000
5281,SENIOR HOMES LLC,WEST STAR HOLDINGS LLC,4115 ROCKFIELD AVE,BALTIMORE,2024-09-12,110000,123000
5282,8919 LLC,SHORE UNITED BANK NA,434 MAPLE LEAF DR,EDGEWATER,2024-09-12,591733,275000
5283,BIG BLUE DOOR LLC,RPIP SUB REIT LLC,7737 NOTLEY RD,PASADENA,2024-09-12,235000,270000
5284,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY INC,CITY LENDING INC,1900 HILLCREST RD,GWYNN OAK,2024-09-12,325000,319113
5285,RAMBLEWOOD PROPERTIES 1 LLC,PIMLICO GROUP LLC,3402 KELOX RD,GWYNN OAK,2024-09-12,200000,210000
5286,OMEGA HOME SOLUTIONS LLC,PIMLICO GROUP LLC,5645 LEIDEN RD,BALTIMORE,2024-09-12,170000,160000
5287,D & O CONTRACTING LLC,DOMINION FIN'L SERVICES LLC,418 SCARSDALE RD,BALTIMORE,2024-09-12,120000,140000
5288,LOMAXX LLC,AZ PRIVATE MORTGAGE LLC,101 MARYLAND AVE,RIDGELY,2024-09-12,200000,250000
5289,BLU BIRD HOLDINGS INC,LARRYS LATE NIGHT LENDING LLC,342 HOLLINGSWORTH MNR,ELKTON,2024-09-12,75000,205500
5290,BLU BIRD HOLDINGS INC,LARRYS LATE NIGHT LENDING LLC,341 HOLLINGSWORTH MNR,ELKTON,2024-09-12,75000,205500
5291,GREEN RIDGE FARM LLC,3 M FARMS,3503 FRY RD,JEFFERSON,2024-09-12,800000,595000
5292,CHOCTAW AMERICAN INSURANCE INC,FIDELITY DIRECT MORTGAGE LLC,1922 ELOISE LN,EDGEWOOD,2024-09-12,190000,186558
5293,800 SOUTH UNION LLC,KIAVI FUNDING INC,332 HILL CT,HAVRE DE GRACE,2024-09-12,395000,360000
5294,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,6405 CAMROSE TER,BETHESDA,2024-09-12,705000,960000
5295,WRID LIMITED LIABILITY COMPANY,DOMINION FIN'L SERVICES LLC,3804 40TH AVE,BRENTWOOD,2024-09-12,240000,256000
5296,LIGHTHOUSE ASSETS LLC,ROSEN FINANCIAL LLLP,10505 MULLIKIN DR,CLINTON,2024-09-12,295000,295000
5297,PISTIS LLC,MD HARD MONEY LENDERS LLC,8710 MAPLE AVE,BOWIE,2024-09-12,145000,130500
5298,ELYSIAN FIELDS OPTIMUM WELLNESS AND MENTAL HE,VELOCITY COMMERCIAL CAP LLC,2901 ERDMAN AVE,BALTIMORE,2024-09-12,165000,123750
5299,ELEVATED & UNIQUE HOMES LLC,COMMERCIAL LENDER LLC,4137 NORFOLK AVE,BALTIMORE,2024-09-12,60000,172500
5300,754 LINNARD LLC,RPIP SUB REIT LLC,1235 SARGEANT ST,BALTIMORE,2024-09-12,95000,108000
5301,RAVENS REALTY LLC,LINKBANK,1901 W LAFAYETTE AVE,BALTIMORE,2024-09-12,235000,176000
5302,FORREST FAMILY PROPERTIES LLC,BELTWAY ASSETS LLC,1225 CLEVELAND ST,BALTIMORE,2024-09-11,110920,105000
5303,LINKED INVESTMENTS LLC,WORTHINGTON ALTERNATIVE CAP LL,2565 MARBOURNE AVE,BALTIMORE,2024-09-11,120000,108000
5304,CZ PROPERTIES LLC,KAINE INVESTMENTS LLC,5235 REISTERSTOWN RD,BALTIMORE,2024-09-11,50000,130000
5305,LOELYNN PROPERTY 1 LLC,KIAVI FUNDING INC,41 SOUTH ST,CUMBERLAND,2024-09-11,115000,86250
5306,702 SEAWALL ROAD LLC,HET AUTOS LLC,360 BUENA VISTA AVE,ARNOLD,2024-09-11,320000,425000
5307,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,4440 NORFEN RD,HALETHORPE,2024-09-11,147500,188500
5308,VETERAN PROPERTIES TN LLC,HAR-CO CREDIT UNION,1273 BREWSTER ST,HALETHORPE,2024-09-11,281000,166000
5309,JZ PROPERTIES LLC,RBK ASSET HOLDINGS LLC,8625 N POINT RD,SPARROWS POINT,2024-09-11,185000,285000
5310,MCCAULEYS SHED LLC,NATIONAL LOAN FUNDING LLC,3524 GREENPOINT RD,EAST NEW MARKET,2024-09-11,500000,300000
5311,ATLAS HOMES LLC,POINT BREEZE CREDIT UNION,208 GLEN VIEW TER,ABINGDON,2024-09-11,290000,217500
5312,CAREY CAPITAL LLC,DEEPHAVEN MORTGAGE LLC,3801 SWANN RD # 3801,SUITLAND,2024-09-11,105000,78750
5313,15912 PENN MANOR LN LLC,COMMERCIAL LENDER LLC,3805 WALDORF WAY,BOWIE,2024-09-11,550000,476250
5314,OLSON REALTY LLC,STRATEGIC GROWTH CAPITAL LLC,13653 CROWS FOOT LN,PRINCESS ANNE,2024-09-11,137000,109600
5315,SJ HLDGS LLC,MNB HOLDINGS LLC,154 N ELLWOOD AVE,BALTIMORE,2024-09-11,110000,185813
5316,H & D RESIDENTIAL SERVICES LLC,COMMERCIAL LENDER LLC,616 APPLETON ST,BALTIMORE,2024-09-11,1267500,84500
5317,GOLDENGATE REALTY GROUP LLC,HAPPICK ANDREW,3013 ELM AVE,BALTIMORE,2024-09-11,107000,187000
5318,JJP INVESTMENTS LLC,KIAVI FUNDING INC,45 S CARROLLTON AVE,BALTIMORE,2024-09-11,95000,120800
5319,THOMPSON REAL ESTATE INVESTMENTS LLC,KIAVI FUNDING INC,47 S CARROLLTON AVE,BALTIMORE,2024-09-11,65000,123400
5320,MADISON & RIVER INVESTMENTS LLC,RCN CAPITAL LLC,4829 GILRAY DR,BALTIMORE,2024-09-10,191000,217500
5321,GELT VENTURES LLC,AMERITRUST MTG CORPORATION,4101 GRACE CT,CURTIS BAY,2024-09-10,190000,142500
5322,OMEALLIUM LLC,KIAVI FUNDING INC,5505 LYNVIEW AVE,BALTIMORE,2024-09-10,100000,166600
5323,TOTEM LLC,NOVA FINANCIAL & INV CORP,4212 LASALLE AVE,BALTIMORE,2024-09-10,136000,245000
5324,BMAD HOLDINGS LLC,BELTWAY ASSETS LLC,611 N CLINTON ST,BALTIMORE,2024-09-10,49900,129900
5325,METRO AREA INVESTMENTS LLC,TONI LARIOS LLC,3121 ROSALIE AVE,PARKVILLE,2024-09-10,158000,305000
5326,VPGL LLC,STONE HARBOUR CAPITAL LLC,235 CARVEL RD,PASADENA,2024-09-10,265000,265000
5327,DMS PROPERTIES LLC,GREENBOX LOANS INC,3915 ALGIERS RD,RANDALLSTOWN,2024-09-10,387500,290625
5328,DMPC PROPERTIES LLC,GREENBOX LOANS INC,7437 KATHYDALE RD,PIKESVILLE,2024-09-10,435000,326250
5329,DMPC PROPERTIES LLC,GREENBOX LOANS INC,2315 HAMILTOWNE CIR,ROSEDALE,2024-09-10,430000,269500
5330,HEROIC HOME SOULTIONS LLC,WF PROPERTIES LLC,8102 N POINT RD,SPARROWS POINT,2024-09-10,40000,40000
5331,HEROIC HOME SOLUTIONS LLC,WF PROPERTIES LLC,NORTH POINT RD,SPARROWS POINT,2024-09-10,60000,65000
5332,HEROIC HOME SOLUTIONS LLC,WF PROPERTIES LLC,8108 N POINT RD,SPARROWS POINT,2024-09-10,120000,130000
5333,HOLIDAY HOME BUYERS LLC,RPIP SUB REIT LLC,2718 ROWE RD,NEW WINDSOR,2024-09-10,197500,265000
5334,FUNK HOLDINGS LLC,SCHWAB STEVEN,12599 SUB STATION RD,WALDORF,2024-09-10,200000,150000
5335,MID-SHORE GRAPHICS LLC,QUEENSTOWN BK/MD,5204 POPLAR DR,CAMBRIDGE,2024-09-10,60000,39000
5336,INSTALLATION CO-OP INC,GRANT COUNTY BANK,565 GLENDALE RD # 316,OAKLAND,2024-09-10,239000,169000
5337,INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNE,MAINSTREET BANK,10302 OAKLYN DR,POTOMAC,2024-09-10,1600000,1280000
5338,OMEGA HOME SOLUTIONS LLC,COMMERCIAL LENDER LLC,2512 FAIRLAWN ST,TEMPLE HILLS,2024-09-10,304000,290700
5339,SCOOTER ENTERPRISES LLC,URBAN RENAISSANCE BUILDERS LLC,12807 BUCKINGHAM DR,BOWIE,2024-09-10,415000,415000
5340,KS INVESTMENT GROUP LLC,WCP FUND I LLC,3502 SUMMIT DR,TEMPLE HILLS,2024-09-10,310000,308500
5341,LIGHTHOUSE ASSETS LLC,ROSEN FINANCIAL LLLP,1808 JARVIS AVE,OXON HILL,2024-09-10,230000,302500
5342,T V R PROPERTY SOLUTIONS LLC,WILGUS FINANCIAL LLC,1007 MOHAWK AVE,SALISBURY,2024-09-10,81000,165000
5343,REDD WHYTE LLC,KIAVI FUNDING INC,28144 STANFORD RD,EDEN,2024-09-10,110000,134100
5344,NASCENT HOLDINGS LLC,KIAVI FUNDING INC,1313 E NORTH AVE,BALTIMORE,2024-09-10,69750,117800
5345,LEVY VENTURES LLC,AMERITRUST MTG CORPORATION,2907 ORLEANS ST,BALTIMORE,2024-09-10,215000,161250
5346,BROWNSTONE REAL ESTATE HOLDINGS LLC,PIMLICO GROUP LLC,125 COLLINS AVE,BALTIMORE,2024-09-10,38000,51500
5347,GLU HOMES MD LLC,MNB HOLDINGS LLC,4305 GARRISON BLVD,BALTIMORE,2024-09-10,95000,268857
5348,MARYLAND PROPERTIES 2020,HOME DIRECT LLC,6610 BUSHEY ST,BALTIMORE,2024-09-09,200000,200000
5349,JMD RENTALS LLC,UNITED EQUITY NETWORK LLC,804 BELGIAN AVE,BALTIMORE,2024-09-09,115000,163500
5350,BLACKSTAR HOMES LLC,RPIP SUB REIT LLC,4915 PALMER AVE,BALTIMORE,2024-09-09,66000,86400
5351,GELT VENTURES LLC,AMERITRUST MTG CORPORATION,3619 EVERETT ST,CURTIS BAY,2024-09-09,215000,161250
5352,AUDA TIME LLC,JLK HOMES LLC,55 ROYALTY CIR # 55,OWINGS MILLS,2024-09-09,175000,270000
5353,WGW LLC,PROPERTY MANAGMENT LLC,3108 GARDEN AVE,PARKVILLE,2024-09-09,171000,275000
5354,LOTUS INVESTMENT GROUP LLC,KIAVI FUNDING INC,7256 MEADOW LN,DUNDALK,2024-09-09,260000,279600
5355,MORALES BUILDERS LIMITED LIABILITY COMPANY,WCP FUND I LLC,7792 ORANGE DR,LUSBY,2024-09-09,170000,210250
5356,NATIONAL FREEDOM LLC,ZIMMERMAN STANLEY,3247 GRAFTON ST,MANCHESTER,2024-09-09,148000,162000
5357,FULLCO 2 LLC,BAY PRIVATE CAPITAL LLC,450 PATUXENT CT,LA PLATA,2024-09-09,150000,159650
5358,SK DEVELOPMENT LLC,PRECISION PROPERTIES GROUP LLC,101 OAK ST,EDGEWOOD,2024-09-09,115000,200000
5359,WALKER MILL LLC,BILLINGS JENNIFER,1206 LA GRANDE RD,SILVER SPRING,2024-09-09,500000,300000
5360,AMERICAN CENTER FOR COMMUNITY INTEGRATION SER,MANUFACTURERS & TRADERS TR CO/,8410 TOWNE CREST CT,GAITHERSBURG,2024-09-09,355000,280000
5361,WELLINGTON EC LLC,MORTGAGE FUNDING 05 LLC,9326 WELLINGTON ST,LANHAM,2024-09-09,0,388000
5362,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,2606 ORLEANS ST,BALTIMORE,2024-09-09,200000,150000
5363,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,2337 E FAYETTE ST,BALTIMORE,2024-09-09,225000,168750
5364,JGRENTA LLC,COMMERCIAL LENDER LLC,813 N PORT ST,BALTIMORE,2024-09-09,610000,78000
5365,2103 N DUKELAND LLC,HAKIMI URIEL,2103 DUKELAND ST,BALTIMORE,2024-09-09,96000,100000
5366,HARBOREDGE PROPERTY MANAGEMENT LLC,OCMBC INC,216 N MONTFORD AVE,BALTIMORE,2024-09-09,225000,180000
5367,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,3172 RAVENWOOD AVE,BALTIMORE,2024-09-09,195000,146250
5368,BURVICK INVESTMENT & ACQUISITION GROUP LLC,KIAVI FUNDING INC,1212 W LOMBARD ST,BALTIMORE,2024-09-09,82000,146200
5369,RASCOE PROPERTIES LLC,CONSTRUCTION FINANCE CO LLC,4512 WEITZEL AVE,BALTIMORE,2024-09-06,80000,100000
5370,LAKEWOOD HOLDINGS 2 LLC,KRESSNER MAYIR,1322 PENTRIDGE RD,BALTIMORE,2024-09-06,156000,125000
5371,THU LLC,RFLF 4 LLC,4704 GRINDON AVE,BALTIMORE,2024-09-06,140000,206000
5372,MONUMENTAL DWELLING LLC,PIMLICO GROUP LLC,3901 GWYNN OAK AVE,GWYNN OAK,2024-09-06,105000,160000
5373,RIDIM LLC,KIAVI FUNDING INC,2346 MONTAUK DR,CROFTON,2024-09-06,385000,281700
5374,THU LLC,RFLF 4 LLC,654 209TH ST,PASADENA,2024-09-06,250000,295000
5375,2FINKS LLC,KIAVI FUNDING INC,305 LONGWOOD AVE,GLEN BURNIE,2024-09-06,225000,296600
5376,LOT REALTY LLC,DIRECT MORTGAGE LOANS LLC,9007 SIMMS AVE,PARKVILLE,2024-09-06,440000,330000
5377,PENINSULA PROPERTY MANAGEMENT LLC,BAY PRIVATE CAPITAL LLC,904 VIRGINIA AVE,ESSEX,2024-09-06,112000,159650
5378,REYES CONSTRUCTIONS LIMITED LIABILITY COMPANY,SOLO 401K LLC,40 TRANSVERSE AVE,MIDDLE RIVER,2024-09-06,80000,80000
5379,JLG INVESTMENTS LLC,SANDY SPRING BANK,274 FRONTIER TRL,LUSBY,2024-09-06,225000,150000
5380,S & S PROPERTY MANAGEMENT LLC,SHUGARS PROPERTIES LLC,69 PENNSYLVANIA AVE,WESTMINSTER,2024-09-06,355000,355000
5381,POTOMAC RIVERSCAPE LLC,MUDD MARK,14981 POTOMAC RIVER DR,COBB ISLAND,2024-09-06,510000,375000
5382,JBN REALTY INVESTMENT INC,SECURE TO TWH INVESTMENTS LLC,1211 ADAMS RD,WALDORF,2024-09-06,268000,300000
5383,BISS INVESTMENTS LLC,BRISA FUND LLLP,3305 PEACH TREE RD,WALDORF,2024-09-06,305000,266000
5384,SIMPLE SOLUTION HOMEBUYERS LLC,BAY PRIVATE CAPITAL LLC,37 WENNER DR,BRUNSWICK,2024-09-06,197500,201450
5385,PAGUHOMES DMV LLC,AMERICAN HERITAGE LENDING LLC,2412 ELLSWORTH WAY APT 1A,FREDERICK,2024-09-06,275000,208571
5386,DK HOME IMPROVEMENT LLC,BOSTON STREET CAPITAL INC,3006 SOUNDING DR,EDGEWOOD,2024-09-06,235000,235000
5387,GUARDIAN HOME BUYERS LLC,RPIP SUB REIT LLC,106 COREOPSIS CT,BEL AIR,2024-09-06,473000,480000
5388,NAVY REAL ESTATE LLC,RFLF 4 LLC,5024 LAKE CIRCLE CT,COLUMBIA,2024-09-06,440500,495000
5389,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,5129 WISSIOMING RD,BETHESDA,2024-09-06,975000,1350000
5390,SILVER SPRING PROPERTIES LLC,TRUSTAR BANK,6007 KIRBY RD,BETHESDA,2024-09-06,1376000,2232800
5391,WRID LIMITED LIABILITY COMPANY,DOMINION FIN'L SERVICES LLC,6620 PINE GROVE DR,MORNINGSIDE,2024-09-06,210000,295000
5392,STERLING III CAPITAL LLC,SHORE UNITED BANK NA,22809 WASHINGTON ST,LEONARDTOWN,2024-09-06,969900,750000
5393,RED PIG PROPERTIES LLC,MORTGAGE WAREHOUSE LLC,17527 VIRGINIA AVE,HAGERSTOWN,2024-09-06,167500,252000
5394,TA DWELLINGZ LLC,BELTWAY ASSETS LLC,1414 EDISON HWY,BALTIMORE,2024-09-06,94999,94999
5395,BROOKLYN18 LLC,PIMLICO GROUP LLC,1228 OAKHURST PL,BALTIMORE,2024-09-06,25000,66000
5396,BROOKLYN18 LLC,PIMLICO GROUP LLC,2009 CLIFTWOOD AVE,BALTIMORE,2024-09-06,38000,68000
5397,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,3168 RAVENWOOD AVE,BALTIMORE,2024-09-06,195000,146250
5398,JJT LLC,FULTON BANK NA,2103 CHELSEA TER,BALTIMORE,2024-09-06,675000,220000
5399,GELT VENTURES LLC,AMERITRUST MTG CORPORATION,4203 GRACE CT,CURTIS BAY,2024-09-05,190000,142500
5400,SUN OF MAY LLC,REAL ESTATE CENTURY CORP,2010 PENROSE AVE,BALTIMORE,2024-09-05,70000,150000
5401,OBOT LLC,KAINE INVESTMENTS LLC,6010 HENDERSON AVE,BALTIMORE,2024-09-05,200000,234000
5402,LH HOMES LLC,LAUFER ABRAHAM,6414 PARK HEIGHTS AVE APT T5,BALTIMORE,2024-09-05,40000,75000
5403,GELT VENTURES LLC,AMERITRUST MTG CORPORATION,3615 EVERETT ST,CURTIS BAY,2024-09-05,195000,146250
5404,GELT VENTURES LLC,AMERITRUST MTG CORPORATION,3715 PASCAL AVE,CURTIS BAY,2024-09-05,210000,157500
5405,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,3668 KENYON AVE,BALTIMORE,2024-09-05,195000,146250
5406,VINEYARD BUILDERS LLC,WORTHWHILE VENTURES LLC,BEVERLEY AVE,MAYO,2024-09-05,147000,552692
5407,AB 2 LLC,DOMINION FIN'L SERVICES LLC,12355 BONFIRE DR,REISTERSTOWN,2024-09-05,280000,224000
5408,FAIRWINDS HOLDINGS CORPORATION,TRUSTED LENDING GROUP LLC,1038 DEBBIE AVE,ESSEX,2024-09-05,180000,150000
5409,RE INVESTMENT PROPERTY 1993 LLC,PIMLICO GROUP LLC,71 DEL RIO RD,DUNDALK,2024-09-05,195000,215000
5410,LPR X LLC,OAKTREE FUNDING CORP,804 ARNCLIFFE RD,ESSEX,2024-09-05,1500,161000
5411,COOP LAINE & CO,EMPORIUM TPO LLC,143 CLIFFVIEW DR,NORTH EAST,2024-09-05,500000,400000
5412,1001 WAGNER POINT PARTNERS LLC,INDEPENDENT MORTGAGE COMPANY,1001 WAGNER POINT RD,CAMBRIDGE,2024-09-05,500000,533000
5413,ML2 HOLDINGS LLC,CHESAPEAKE DEVELOPMENT LLC,600 SHORE DR,JOPPA,2024-09-05,147000,177000
5414,VBACQ LLC,KAINE INVESTMENTS LLC,412 S FOUNTAIN GREEN RD,BEL AIR,2024-09-05,210000,315000
5415,4U HOME BUYERS LLC,W F CHESLEY COMPANIES LLC,10809 APPLE WAY,CLINTON,2024-09-05,327750,320450
5416,EVERGREEN LT LLC,RESTORATION CAPITAL LLC,1105 WINDEMERE CT # 1105,FORT WASHINGTON,2024-09-05,173000,170000
5417,903 MINNA AVE LLC,NEXERA HOLDING LLC,903 MINNA AVE,CAPITOL HEIGHTS,2024-09-05,385000,288750
5418,1010 PROPERTIES LLC,LIFE INVESTMENTS LLC,7728 HANOVER PKWY APT 217,GREENBELT,2024-09-05,83000,130000
5419,HANYOK PROPERTIES LLC,DANIEL JAMES,713 CANVASBACK CT,SALISBURY,2024-09-05,150000,105000
5420,LEVY VENTURES LLC,AMERITRUST MTG CORPORATION,2803 JEFFERSON ST,BALTIMORE,2024-09-05,200000,150000
5421,YSK MAZEL LLC,LOAN FUNDER LLC,2937 GWYNNS FALLS PKWY,BALTIMORE,2024-09-05,95000,164500
5422,ZAHAV PLUS VENTURES LLC,AMERITRUST MTG CORPORATION,3334 ELMORA AVE,BALTIMORE,2024-09-05,195000,146250
5423,ROI INVESTMENTS LLC,RC CAPITAL FUNDING GROUP LLC,3302 WOODSTOCK AVE,BALTIMORE,2024-09-05,115000,161000
5424,ROI INVESTMENTS LLC,RC CAPITAL FUNDING GROUP LLC,,BALTIMORE,2024-09-05,115000,161000
5425,NATIONAL REALTY GROUP PA LLC,MNB HOLDINGS LLC,1539 COLE ST,BALTIMORE,2024-09-05,58000,124345
5426,CITY LINK PARTNERS LLC,RPIP SUB REIT LLC,3514 REISTERSTOWN RD,BALTIMORE,2024-09-05,65000,87300
5427,HOUSE BUYERS OF AMERICA INC,COMMERCIAL LENDING LLC,2715 KILDAIRE DR,PARKVILLE,2024-09-04,80000,125000
5428,DOMINION PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,1200 BAYARD ST,BALTIMORE,2024-09-04,121000,138000
5429,SJL HOME PROPERTIES LLC,TRIUST LENDING PARTNERS LLC,3327 DUDLEY AVE,BALTIMORE,2024-09-04,117300,125675
5430,WDS PROPERTY MANAGEMENT LLC,RIVER HOLDINGS LLC,3010 CHESTERFIELD AVE,BALTIMORE,2024-09-04,120000,160000
5431,PRO FAN MANAGEMENT OH LLC,KIAVI FUNDING INC,3331 SPAULDING AVE,BALTIMORE,2024-09-04,82000,144300
5432,EMERALD HOMES INC,HOLTZ DEVELOPMENT LLC,FLANAGAN FARM RD,PASADENA,2024-09-04,250000,150000
5433,429 MARLYN LLC,JEFFREY BARNES AND CAROL F BAR,189 MOUNTAIN RD,PASADENA,2024-09-04,100000,125000
5434,EGYPTIAN OUTLIER LLC,LANDSHARK LLC,3411 RETLAW RD,GWYNN OAK,2024-09-04,177000,250000
5435,NATUSA LLC,DOMINION FIN'L SERVICES LLC,15 MITNICK CT,NOTTINGHAM,2024-09-04,235000,188000
5436,MARYLANDS TRUH HOME IMPROVEMENT LLC,KIAVI FUNDING INC,7204 WOODROW AVE,BALTIMORE,2024-09-04,141500,201800
5437,AB 2 LLC,DOMINION FIN'L SERVICES LLC,8341 EDGEDALE RD,PARKVILLE,2024-09-04,272000,217600
5438,SET HOMES INC,THOMAS WILLIAM,1503 CRESTLINE RD,SILVER SPRING,2024-09-04,490000,300000
5439,FRANCIS PROPERTIES LLC,CAPITAL BANK NA,8600 JONES MILL RD,CHEVY CHASE,2024-09-04,755000,862500
5440,EMERSON MD LLC,VONTIVE INC,12056 MILTON ST,SILVER SPRING,2024-09-04,260000,275910
5441,JLG INVESTMENTS LLC,SANDY SPRING BANK,5616 FARGO AVE,OXON HILL,2024-09-04,245000,100000
5442,ALL PROPERTY LLC,SHORE UNITED BANK NA,24459 HOLLYWOOD RD,HOLLYWOOD,2024-09-04,350000,245000
5443,GARCIA INVESTMENT PROPERTIES LLC,TAWES E,4138 JACKSONVILLE RD,CRISFIELD,2024-09-04,160000,140000
5444,PITTS STOP LLC,FIRST SAVINGS BANK,2614 GROGAN AVE,BALTIMORE,2024-09-04,100000,103000
5445,SJL HOME PROPERTIES LLC,TRIUST LENDING PARTNERS LLC,513 N GLOVER ST,BALTIMORE,2024-09-04,75000,101250
5446,HARBOR HORIZON HOLDINGS LLC,EN OD MELVADO EQUITIES LLC,541 S FULTON AVE,BALTIMORE,2024-09-04,225000,530000
