id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
1,STORMSEND RENTAL LLC,RCN CAPITAL LLC,5603 PURDUE AVE,BALTIMORE,2025-06-30,236000,165200
2,DBC CHS 6 LLC,RFLF 4 LLC,952 PRINCETON TER,GLEN BURNIE,2025-06-30,286000,317400
3,COMPASSIONATE HOME HEALTH RESIDENTIAL SERVICE,GREENBOX LOANS INC,615 LONG WALL DR,REISTERSTOWN,2025-06-30,750000,562500
4,RENEW HOMES LLC,REMARK PROPERTIES LLC,1231 POPLAR AVE,HALETHORPE,2025-06-30,273000,295000
5,EHB MARYLAND LLC,COMMERCIAL LENDING LLC,2824 SCHUBERT DR,SILVER SPRING,2025-06-30,445000,400000
6,JOELS INVESTMENT LLC,HAPPY CAPITAL MANAGEMENT LLC,6422 INLET ST,NEW CARROLLTON,2025-06-30,310000,230000
7,BUTTS PROPERTIES LLC,JARDINE JEFFREY,1522 DUAL HWY,HAGERSTOWN,2025-06-30,240500,250000
8,RENTAL AA HOMES LLC,AMERITRUST MTG CORPORATION,11328 GUM POINT RD,BERLIN,2025-06-30,645000,483750
9,LAWS PROPERTIES LLC,KIAVI FUNDING INC,3511 DEVONSHIRE DR,BALTIMORE,2025-06-27,220000,198000
10,1106 MERIDENE DRIVE LLC,A&D MORTGAGE LLC,1106 MERIDENE DR,BALTIMORE,2025-06-27,255000,204000
11,KELLAR BROWN HOLDINGS LLC,KILLARNEY HOLDINGS LLC,6930 GOUGH ST,BALTIMORE,2025-06-27,115000,177000
12,SHELBY COMPANY LLC,BREEZEBLOCK CAPITAL LLC,4831 BEAUFORT AVE,BALTIMORE,2025-06-27,57500,77000
13,FALCON RPI LLC,ARCHWEST FUNDING LLC,7304 PARK HEIGHTS AVE APT C,PIKESVILLE,2025-06-27,122000,97600
14,REI EQUITIES LLC,450 EAST MAIN LLC,5339 KENWOOD AVE,BALTIMORE,2025-06-27,85000,200000
15,ALL FORE MANAGEMENT LLC,PROSPERITY HOME MORTGAGE LLC,110 STULL CT,THURMONT,2025-06-27,300000,225000
16,GRANSBERRY & ASSOCIATES LLC,VELOCITY COMMERCIAL CAP LLC,1631 CARRIAGE HOUSE TER # 1631-B,SILVER SPRING,2025-06-27,280000,210000
17,MELVERN ST LLC,JOHN MARSHALL BANK,6003 MELVERN DR,BETHESDA,2025-06-27,775000,1465000
18,VENUS PROPERTIES LLC,FUNDING FLIPS LLC,17303 NEWTON CT,UPPER MARLBORO,2025-06-27,306000,247248
19,FAB5 ASSET MANAGEMENT LLC,FORTY TWO HOLDINGS LLC,3341 HUNTLEY SQUARE DR # 3341,TEMPLE HILLS,2025-06-27,110000,110000
20,GRAYSON ENTERPRISES LLC,AMERICAN NHBRD MTG ACCEPTANCE,36029 CENTER AVE,CHAPTICO,2025-06-27,224900,179920
21,SRSH REALTY LLC,ABL RPC RESID CR ACQUISITION L,1 LEROY ST,HAGERSTOWN,2025-06-27,180000,144000
22,IBETH HOMES INVESTMENTS LLC,TRIUS LNDG PARTNERS REIT 1 LLC,17502 YORK RD,HAGERSTOWN,2025-06-27,225000,204750
23,METRIX-PROPERTIES LLC,BURKE & HERBERT BANK & TR CO,122 N CANNON AVE,HAGERSTOWN,2025-06-27,240000,180000
24,METRIX-PROPERTIES LLC,BURKE & HERBERT BANK & TR CO,124 N CANNON AVE,HAGERSTOWN,2025-06-27,240000,180000
25,OLANI REALTY LLC,COMMERCIAL LENDER LLC,1109 SHAWNEE AVE,SALISBURY,2025-06-27,120000,160000
26,OLD YORK FAMILY CORP,FREEDOM FEDERAL CREDIT UNION,4027 OLD YORK RD,BALTIMORE,2025-06-27,145000,101500
27,SINGH REALTY LLC,CAPITAL BANK NA,2510 E MONUMENT ST,BALTIMORE,2025-06-27,233200,175000
28,BERMAN LLC,HEARN TIMOTHY,1223 S CHARLES ST,BALTIMORE,2025-06-26,315000,300000
29,1215PATAPSCOST LLC,SANDY SPRING BANK,1215 PATAPSCO ST,BALTIMORE,2025-06-26,335000,251250
30,SHELBY COMPANY LLC,BREEZEBLOCK CAPITAL LLC,3721 CENTRE PL,BALTIMORE,2025-06-26,125000,147500
31,VALENTIN BROTHERS LLC,WRE CAPITAL PARTNERS LLC,331 MAGNOLIA TER,ESSEX,2025-06-26,140000,150000
32,CAMAPLAN,FIRST NATIONAL BANK OF AMERICA,25350 WORTON LYNCH RD,WORTON,2025-06-26,100000,200000
33,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,9615 HAWICK LN,KENSINGTON,2025-06-26,1055000,1400000
34,THEPROPERTIES LLC,MARKOWITZ MOSHE,525 N ROBINSON ST,BALTIMORE,2025-06-26,90000,115000
35,SOHN REALTY LLC,REHAB FINANCIAL GROUP LP,2102 W SARATOGA ST,BALTIMORE,2025-06-26,60000,146577
36,SANDOVAL HOMES LLC,RBK ASSET HOLDINGS LLC,4200 GRACE CT,CURTIS BAY,2025-06-25,37500,90000
37,ABSOLUTE SIGN SOLUTIONS LLC,WCP FUND I LLC,732 MALLARD DR,DEALE,2025-06-25,435000,442500
38,KARMICHAEL PARTNERS LLC,AMJM LLC,7 HAMPSHIRE WOODS CT,TOWSON,2025-06-25,372500,372500
39,CCREI LLC,BELTWAY ASSETS LLC,10603 VINCENT RD,WHITE MARSH,2025-06-25,200000,260000
40,JD4 RENTALS LLC,KILLARNEY HOLDINGS LLC,353 STACY LEE DR,WESTMINSTER,2025-06-25,176000,235000
41,ZOYA INVESTMENTS LLC,KIAVI FUNDING INC,1355 POTOMAC HEIGHTS DR # 53,FORT WASHINGTON,2025-06-25,217000,195300
42,LITTLE KIDWELL LLC,SHORE UNITED BANK NA,311 LITTLE KIDWELL AVE,CENTREVILLE,2025-06-25,225000,180000
43,FERSA INVESTMENTS LLC,CAMPOS CAPITAL GROUP LLC,945 W WASHINGTON ST,HAGERSTOWN,2025-06-25,75000,127500
44,DELMARVA BUILDING SOLUTIONS LLC,PAS MORTGAGE INC,516 OVERBROOK DR,SALISBURY,2025-06-25,140000,210000
45,DM3 PROPERTIES LLC,TSAKALOS CHRISTOPHER,7 136TH ST # BN301,OCEAN CITY,2025-06-25,225000,250000
46,REBIRTH DEVELOPMENT LLC,PIMLICO GROUP LLC,1508 CLIFTVIEW AVE,BALTIMORE,2025-06-25,9250,120000
47,EFIE PROPERTIES LIMITED LIABILITY COMPANY,MONUMENT CITY CAPITAL LLC,2725 HUNTINGDON AVE,BALTIMORE,2025-06-25,185000,225000
48,YEE HOLDINGS LLC,COMMERCIAL LENDER LLC,1540 WADSWORTH WAY,BALTIMORE,2025-06-24,200000,160000
49,IMPERIUM PROPERTIES LLC,HIGHLAND INVESTORS CAPITAL LLC,5823 ETHELBERT AVE,BALTIMORE,2025-06-24,150000,220000
50,EK HOMES LLC,MORTGAGE WAREHOUSE LLC,7804 CARMEL CIR,WINDSOR MILL,2025-06-24,180000,273000
51,1417 TAYLOR LLC,MORTGAGE FUNDING 05 LLC,2926 YORKWAY,DUNDALK,2025-06-24,242000,192000
52,UPHILL INVESTMENTS LLC,KIAVI FUNDING INC,13001 DULANEY VALLEY RD,GLEN ARM,2025-06-24,585000,596400
53,RPM2 LLC,DOMINION FIN'L SERVICES LLC,19 MELKEN CT # 5J,NOTTINGHAM,2025-06-24,225000,172000
54,FRESH DOOR LLC,KIAVI FUNDING INC,34 HENRY AVE,NOTTINGHAM,2025-06-24,187000,254800
55,94 CARNIVAL DR LLC,KILLARNEY HOLDINGS LLC,94 CARNIVAL DR,TANEYTOWN,2025-06-24,67000,130000
56,DK REAL ESTATE LLC,WCP FUND I LLC,8680 COOKSEY RD,LA PLATA,2025-06-24,225000,301750
57,WILLIAMS ESTATES LLC,AZ PRIVATE MORTGAGE LLC,2950 SANDY HOOK RD,BEL AIR,2025-06-24,275000,405000
58,QTG HOMES PA LLC,REHAB FINANCIAL GROUP LP,26865 MALLARD RD,CHESTERTOWN,2025-06-24,840000,1078500
59,KG METRO INVESTMENTS LLC,SPRING GARDEN LNDG BALTIMORE L,4550 N PARK AVE APT 807,CHEVY CHASE,2025-06-24,550000,560000
60,BUTTS PROPERTIES LLC,ANCHOR LOANS LP,329 EMMERT RD,HAGERSTOWN,2025-06-24,140000,208670
61,INTERIOR IMAGE MD LLC,DOUBLE BACKFLIP LLC,218 POTOMAC AVE,SALISBURY,2025-06-24,150000,182000
62,GMO PROPERTY MANAGEMENT LLC,KILLARNEY HOLDINGS LLC,732 E 21ST ST,BALTIMORE,2025-06-24,122500,212500
63,EMERSON POINT LLC,DOMINION FIN'L SERVICES LLC,8270 VOSGES RD,WINDSOR MILL,2025-06-23,157000,210000
64,BOW CONSULTING LLC,LAKEWOOD COMM'L FUNDING LLC,4705 RIDGEWAY AVE,BALTIMORE,2025-06-23,340000,350000
65,369 CONSTRUCTION LLC,VELOCITY COMMERCIAL CAP LLC,2405 OAKWOOD CT,BRYANS ROAD,2025-06-23,290000,281450
66,OS HOLDINGS 101 LLC,JARRETTSVILLE FEDERAL S&L ASSN,1868 WYE MILLS LN,BEL AIR,2025-06-23,300000,225000
67,SUBSTRATUM INVESTMENTS LLC,LOAN FUNDER LLC,11262 WALLACE WOODS RD,WORTON,2025-06-23,93000,173700
68,ASH 6226 STONEHAM COURT LLC,UNITED BANK,6226 STONEHAM CT,BETHESDA,2025-06-23,780000,1450000
69,WEINGARDEN ENTERPRISES LLC,HERBERT REAL ESTATE,301 BRYAN POINT RD,ACCOKEEK,2025-06-23,350000,380000
70,VALU LLC,MAINSTREET BANK,1015 CONSIDERATION LN,HYATTSVILLE,2025-06-23,391000,293250
71,ARIES MAINTENANCE LLC,NEW RIVER PRIVATE LENDING LLC,35972 WASHINGTON AVE,CHAPTICO,2025-06-23,250000,235000
72,KNIVSTA LLC,EQUITY LENDING LLC,2813 KIRK AVE,BALTIMORE,2025-06-23,22000,135000
73,AMAYA DEVELOPMENTS LLC,RBK ASSET HOLDINGS LLC,5912 HELFRICH RD,BROOKLYN,2025-06-21,130000,195000
74,176 GRANTSVILLE HOLDINGS LLC,FIRST UNITED BANK & TRUST CO,176 MAIN ST,GRANTSVILLE,2025-06-21,195000,165750
75,DUMRA INVESTMENTS LLC,TRUSTED LENDING GROUP LLC,432 E FORT AVE,BALTIMORE,2025-06-20,210000,175000
76,JACKSON LANDLORD LLC,PIMLICO GROUP LLC,5220 READY AVE,BALTIMORE,2025-06-20,100000,119000
77,HIGH LEVEL HOMES LLC,RFLF 4 LLC,6112 EDLYNNE RD,BALTIMORE,2025-06-20,166000,189400
78,BEHB PROPERTIES LLC,INVESTORS FINANCIAL TRUST LLC,447 N BOULDIN ST,BALTIMORE,2025-06-20,62315,112315
79,BOOKERTS LLC,PIMLICO REFINANCE LLC,8 TALBOTT ST,BROOKLYN,2025-06-20,142000,113600
80,CBD RENTALS LLC,KILLILANTEY HOLDINGS LLC,3548 ELMORA AVE,BALTIMORE,2025-06-20,130000,179000
81,CR OF MARYLAND I LLC,MORTGAGE WAREHOUSE LLC,2801 BAUBLITZ RD,OWINGS MILLS,2025-06-20,232119,402000
82,HIGH LEVEL HOMES LLC,DJ REAL ESTATE LLC,4223 SOTH AVE,NOTTINGHAM,2025-06-20,327000,330000
83,NEKIBEN LLC,KILLARNEY HOLDINGS LLC,8059 GRAY HAVEN RD,DUNDALK,2025-06-20,160000,180000
84,GUARDIAN HOME BUYERS LLC,BELTWAY ASSETS LLC,8046 WALLACE RD,DUNDALK,2025-06-20,110000,170000
85,TURNOUT HOLDINGS LLC,MSI INC,6551 CORNELL RD,BRYANS ROAD,2025-06-20,268000,286000
86,SOUTHERN MARYLAND HOME BUYERS INC,ZDU LLC,7828 GLASTENBURY CT,WHITE PLAINS,2025-06-20,439000,100000
87,PINNACLE PROPERTY INVESTORS LLC,BSC2 LLC,506 JAMESTOWN CT,EDGEWOOD,2025-06-20,150000,163000
88,CONCORD POINT BUILDERS LLC,MWC CF SPV LLC,1514 SUPERIOR ST,HAVRE DE GRACE,2025-06-20,280000,280000
89,9803 DE PAUL DR LLC,HARD MONEY BANKERS LLC,9803 DE PAUL DR,BETHESDA,2025-06-20,760000,610000
90,ER PROPERTIES LLC,NATIONAL LOAN FUNDING LLC,3812 BLACKWATER RD,CLINTON,2025-06-20,258600,301750
91,FASTFLIP INVESTORS LLC,NOVAE FINANCIALINCORPORATED,25546 MILITARY RD,CASCADE,2025-06-20,225000,323000
92,NASR PROPERTIES I LLC,SHALLCROSS MORTGAGE COMPANY,907 CHIPPEWA BLVD,SALISBURY,2025-06-20,50000,150000
93,GHS INVESTOR LLC,RBI PRIVATE LENDING LLC,1651 DARLEY AVE,BALTIMORE,2025-06-20,60000,104512
94,LRE1 LLC,OWENS MARK,612 CATOR AVE,BALTIMORE,2025-06-20,79800,115000
95,OMEGA MERIDIAN GROUP LLC,MONUMENT CITY CAPITAL LLC,645 DUMBARTON AVE,BALTIMORE,2025-06-20,87000,132000
96,ELBE INVESTMENT LLC,LIFE INVESTMENTS LLC,1514 W LANVALE ST,BALTIMORE,2025-06-20,38500,165000
97,BUILD IT BETTER LLC,REVA INVESTING LLC,335 S WOODYEAR ST,BALTIMORE,2025-06-20,70000,133000
98,MPGREEN MANAGEMENT COMPANY INC,LAKEWOOD COMM'L FUNDING LLC,121 INGLEWOOD DR,GLEN BURNIE,2025-06-19,250000,351000
99,STEM PROPERTY INVESTMENTS LLC,DOMINION FIN'L SERVICES LLC,5086 SKINNERS NECK RD,ROCK HALL,2025-06-19,135000,153000
100,SENSENIG REAL ESTATE LLC,WANTZ RUSSELL,17 E IRVIN AVE,HAGERSTOWN,2025-06-19,193290,193290
101,EK HOMES HOLDINGS3 LLC,MORTGAGE WAREHOUSE LLC,5946 GLEN FALLS AVE,BALTIMORE,2025-06-18,83500,153000
102,MITTER6 LLC,NATIONAL LOAN FUNDING LLC,3909 BALFERN AVE,BALTIMORE,2025-06-18,1175000,133250
103,PRESTIGIOUS PROPERTY AND HOLDINGS LLC,DIFATTA TONY,1812 JAYBIRD CT,SEVERN,2025-06-18,160000,171000
104,ABC123 LLC,ARCHWEST FUNDING LLC,936 OLMSTEAD RD,PIKESVILLE,2025-06-18,202000,242730
105,21136 DECK HOUSE LLC,COMMERCIAL LENDER LLC,12622 MOUNT LAUREL CT,REISTERSTOWN,2025-06-18,365000,367000
106,2331 OLD COURT 506 LLC,PIMLICO GROUP LLC,2331 OLD COURT RD UNIT 506,PIKESVILLE,2025-06-18,275000,325000
107,STONESTACK PROPERTIES LLC,FARMERS & MERCHANTS BANK,1418 IVY HILL RD,COCKEYSVILLE,2025-06-18,383000,487500
108,CHESAPEAKE PRO SERVICES LLC,BUY RIGHT LLC,7 MEADOW DR,NORTH EAST,2025-06-18,297000,307000
109,REALTY HOME SERVICES LLC,BAY PRIVATE CAPITAL LLC,4480 PHILLIPS RD,LA PLATA,2025-06-18,152500,244625
110,COMPASS PROPERTY INVESTORS LLC,JUMP INTO THE DARK LLC,5747 CHARSTONE CT,FREDERICK,2025-06-18,110000,220000
111,ABA PROPERTY LLC,CAPITAL BANK NA,319 E A ST,BRUNSWICK,2025-06-18,323000,242250
112,HOUSE BUYERS OF AMERICA INC,COMMERCIAL LENDING LLC,734 REEDY CIR,BEL AIR,2025-06-18,210000,210000
113,NINJA ACQUISITIONS LLC,CLEAR SKY FINANCIAL LLC,11300 CROOM RD,UPPER MARLBORO,2025-06-18,203000,225000
114,ARUNDEL STATION HOMES LLC,ABL RPC RESID CR ACQUISITION L,6100 WESSON DR,SUITLAND,2025-06-18,105000,330000
115,ED INV LLC,BAY CAPITAL MORTGAGE CORP,4202 YARNELL CT,BOWIE,2025-06-18,330000,430000
116,MMXVLI LLC,KIAVI FUNDING INC,2402 E OLIVER ST,BALTIMORE,2025-06-18,38333,126000
117,BRIGHTNESTER LLC,KIAVI FUNDING INC,1016 KEVIN RD,BALTIMORE,2025-06-17,120000,162000
118,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,9 DEER PASS CT,COCKEYSVILLE,2025-06-17,390000,375000
119,TANVI SAI PROPERTIES LLC,FARMERS & MERCHANTS TRUST CO,3378 URBANA PIKE,FREDERICK,2025-06-17,685000,945000
120,ADDIS VENTURES LLC,C STORE LLC,13721 HOBART DR,SILVER SPRING,2025-06-17,545000,545000
121,UNLIMITED PROPERTIES LLC,CV3 FINANCIAL SERVICES LLC,8601 PRETORIA CT,CLINTON,2025-06-17,395000,310000
122,GFLORENCE6027 LLC,A&D MORTGAGE LLC,108 S CAROLINA RD,STEVENSVILLE,2025-06-17,2767050,279500
123,ZENITH HOLDINGS LLC,BLACKLINE LENDING LLC,S MAIN ST,SMITHSBURG,2025-06-17,127500,230000
124,WIDGEON PROPERTIES LLC,FIRST SHORE FEDERAL S&L ASSN,401 E VINE ST,SALISBURY,2025-06-17,20000,90000
125,EPDH A LLC,KILLARNEY HOLDINGS LLC,1814 E LAFAYETTE AVE,BALTIMORE,2025-06-17,75000,175000
126,COPA PROPERTIES LLC,LANDSHARK LLC,3214 CLIFTMONT AVE,BALTIMORE,2025-06-17,100000,110000
127,INNOVATIVE CONTRACTING SOLUTIONS LLC,MWC CF SPV LLC,1202 BOLTON ST,BALTIMORE,2025-06-17,270000,350000
128,EMERSON POINT LLC,DOMINION FIN'L SERVICES LLC,2641 GWYNNS FALLS PKWY,BALTIMORE,2025-06-17,179000,180000
129,MAS LLC,LYNK INVESTMENTS LLC,722 RESERVOIR ST,BALTIMORE,2025-06-17,265000,297700
130,RASCOE PROPERTIES LLC,CONSTRUCTION FINANCE CO LLC,4502 WEITZEL AVE,BALTIMORE,2025-06-16,130000,190000
131,CLEAR VIEW ASSOCIATES LLC,WCP FUND I LLC,523 WELLESLEY ST,BALTIMORE,2025-06-16,35000,136000
132,GJM ENTERPRISES 2 0 LLC,KAMINSKI STANLEY,1208 BROENING HWY,BALTIMORE,2025-06-16,135000,140000
133,RANDALLSTOWN HOLDINGS LLC,WARD MARC,3818 BONVIEW AVE,BALTIMORE,2025-06-16,153500,160000
134,EK HOMES HOLDINGS3 LLC,MORTGAGE WAREHOUSE LLC,8237 VOSGES RD,WINDSOR MILL,2025-06-16,185000,213000
135,LC PROPERTIES LLC,HIGHLAND INVESTORS CAPITAL LLC,28 ALLEGHENY AVE # S,TOWSON,2025-06-16,230000,329500
136,F6 PROPERTIES LLC,BELTWAY ASSETS LLC,850 MONARCH LN,HUNTINGTOWN,2025-06-16,450000,405000
137,WC BTR LLC,CHANGE LENDING LLC,2810 FRANCIS SCOTT KEY HWY,TANEYTOWN,2025-06-16,330000,264000
138,SATKAA ENTERPRISE LLC,GREENBRIAR LENDING LLC,11303 SANDESTIN PL,WHITE PLAINS,2025-06-16,297000,260000
139,FOREVER HOME BUYERS LLC,CLEAR SKY FINANCIAL LLC,3020 LAKE AVE,CHEVERLY,2025-06-16,325000,365000
140,CAPITAL COMPANIES LLC,FIRST BANK MORTGAGE INC,411 REXBURG AVE,FORT WASHINGTON,2025-06-16,370000,424000
141,TR REAL ESTATE LLC,NATIONAL LOAN FUNDING LLC,4100 31ST ST,MOUNT RAINIER,2025-06-16,350000,262500
142,JAKS OF ALL TRADES LLC,KIAVI FUNDING INC,45895 S POTEAT CT,CALIFORNIA,2025-06-16,195000,193600
143,J & J BROTHERS LLC,CAMPOS CAPITAL GROUP LLC,1112 VIRGINIA AVE,HAGERSTOWN,2025-06-16,220000,176000
144,DMF INVESTMENT GROUP LLC,DOMINION FIN'L SERVICES LLC,9 EDGEWOOD DR,BERLIN,2025-06-16,387550,145000
145,ODACHOWSKI INVESTMENTS LLC,BANK OF OCEAN CITY,12234 GREENRIDGE LANE RD,OCEAN CITY,2025-06-16,400000,320000
146,TD DEVELOPMENT LLC,CHANTELOUP DANIEL,19 YOGURT LN,BALTIMORE,2025-06-16,340000,370000
147,123 MORELAND LLC,KIAVI FUNDING INC,2547 PARK HEIGHTS TER,BALTIMORE,2025-06-16,115000,179900
148,RANDALLSTOWN HOLDINGS LLC,WARD MARC,4011 W FRANKLIN ST,BALTIMORE,2025-06-16,80000,150000
149,BUILD IT BETTER LLC,RESI FI LLC,2528 W FRANKLIN ST,BALTIMORE,2025-06-13,65900,110000
150,CBD RENTALS LLC,KILLARNEY HOLDINGS LLC,5312 READY AVE,BALTIMORE,2025-06-13,90000,176000
151,REFINED RESIDENTIAL SERVICES IV LLC,BALTIMORE INVTR MTG CO LLC,904 EVESHAM AVE,BALTIMORE,2025-06-13,187000,180000
152,ALPHA REAL ESTATE LLC,BALTIMORE INVTR MTG CO LLC,2713 SOUTHERN AVE,BALTIMORE,2025-06-13,180000,190000
153,OMEGA HOME SOLUTIONS LLC,HIGHLAND INVESTORS CAPITAL LLC,2412 PINEWOOD AVE,BALTIMORE,2025-06-13,185000,240000
154,INVICTUS HAUS MANAGEMENT LLC,CHESAPEAKE DEVELOPMENT LLC,5002 ELMER AVE,BALTIMORE,2025-06-13,65000,120000
155,RED S REMODELING LLC,JOHNSON RUSSELL,359 RIDGE RD,PASADENA,2025-06-13,275000,315000
156,EHBB LLC,KAINE INVESTMENTS LLC,103 CHALMERS AVE,GLEN BURNIE,2025-06-13,240000,325000
157,531 HAWTHORNE LLC,AK ASSET HOLDINGS INV TRUST,1131 ARMISTEAD ST,GLEN BURNIE,2025-06-13,278000,318000
158,MCAL HOLDINGS LLC,UNITED WHOLESALE MORTGAGE LLC,209 ARUNDEL RD W,BROOKLYN,2025-06-13,173250,138600
159,CGOP LLC,RFLF 4 LLC,25 MANSION RD,LINTHICUM HEIGHTS,2025-06-13,250000,304500
160,SCOTTO PROPERTIES LLC,SCHERER MICHAEL,3316 WILD CHERRY RD,WINDSOR MILL,2025-06-13,200000,250000
161,TD DEVELOPMENT LLC,CHANTELOUP DANIEL,8540 LUCERNE RD,RANDALLSTOWN,2025-06-13,237000,265000
162,THINKTANK INVESTMENTS FOUR LLC,LYNK INVESTMENTS LLC,5109 SPRING WILLOW CT,OWINGS MILLS,2025-06-13,340000,255000
163,HIGH LEVEL HOMES LLC,DJ REAL ESTATE LLC,13815 JARRETTSVILLE PIKE,PHOENIX,2025-06-13,347000,423000
164,1 STOP REAL ESTATE SOLUTIONS LLC,PARTNERS UNLIMITED LLC,OLD HARFORD RD,,2025-06-13,280000,340000
165,1 STOP REAL ESTATE SOLUTIONS LLC,PARTNERS UNLIMITED LLC,7701 OLD HARFORD RD,PARKVILLE,2025-06-13,280000,340000
166,LUCAS CAPITAL LLC,MORTGAGE FUNDING 05 LLC,7516 LANGE ST,BALTIMORE,2025-06-13,235000,188000
167,ABSOLUTE RENT LLC,FISHKIN VADIM,937 IMPERIAL CT,HALETHORPE,2025-06-13,113000,150000
168,RAPID REAL ESTATE LLC,COMMERCIAL LENDER LLC,7944 WYNBROOK RD,BALTIMORE,2025-06-13,1450,150000
169,CCMS LLC,KCS LENDING LLC,5005 SWORDFISH CT,WALDORF,2025-06-13,315000,350000
170,MJL LAND LLC,MJL LAND LLC,7421 CHERRY TREE DR,FULTON,2025-06-13,760000,80000
171,GOOD CALL LLC,TRIBECA LLC,9828 SNOW BIRD LN,LAUREL,2025-06-13,540000,163700
172,VIENNA PROPERTIES LLC,APPLE FEDERAL CREDIT UNION,14100 FARNSWORTH LN # 2302,UPPER MARLBORO,2025-06-13,198000,148500
173,LM TREE LLC,KCS LENDING LLC,9808 WILLIAMSBURG DR,UPPER MARLBORO,2025-06-13,280500,280500
174,VIENNA PROPERTIES LLC,APPLE FEDERAL CREDIT UNION,10246 PRINCE PL # 22-207,UPPER MARLBORO,2025-06-13,198000,148500
175,VIENNA PROPERTIES LLC,APPLE FEDERAL CREDIT UNION,10206 PRINCE PL # 4-204,UPPER MARLBORO,2025-06-13,158000,118500
176,VIENNA PROPERTIES LLC,APPLE FEDERAL CREDIT UNION,10210 PRINCE PL # 6-103,UPPER MARLBORO,2025-06-13,158000,118500
177,VILLA INVESTMENTS LLC,KIAVI FUNDING INC,6122 54TH AVE,RIVERDALE,2025-06-13,350000,370700
178,S K INVESTMENTS MD LLC,SHAH KISHORBHAI,22447 WHITE OAK RD,LEONARDTOWN,2025-06-13,375000,175000
179,CEA HOME BUYER LIMITED LIABILITY COMPANY,LENDINGONE LLC,13929 GREEN MOUNTAIN DR,MAUGANSVILLE,2025-06-13,263160,252450
180,SEIBERT FARMS LLC,WOODSBORO BANK,25 N MAIN ST,SMITHSBURG,2025-06-13,190000,133000
181,RRNA ENTERPRISES LLC,KILLARNEY HOLDINGS LLC,723 N LAKEWOOD AVE,BALTIMORE,2025-06-13,77000,162000
182,JDN HOME SERVICES LLC,PIMLICO GROUP LLC,1638 N WOLFE ST,BALTIMORE,2025-06-13,99000,53000
183,LAUCHMAN REAL ESTATE CORP,CHESAPEAKE LENDING LLC,1911 PARK AVE,BALTIMORE,2025-06-13,180000,260000
184,KAREN CT LLC,MARKOWITZ MOSHE,2211 N PULASKI ST,BALTIMORE,2025-06-13,80000,110000
185,VIP HOME BUYING LLC,AZ PRIVATE MORTGAGE LLC,3901 OAKFORD AVE,BALTIMORE,2025-06-13,130000,275000
186,YR MAZEL LLC,MWC CF SPV LLC,4739 OLD YORK RD,BALTIMORE,2025-06-12,68000,97750
187,MIRACLE PROPERTIES 22 LLC,LAKEWOOD COMM'L FUNDING LLC,3108 WOODHOME AVE,PARKVILLE,2025-06-12,195000,305000
188,RCS HOME INVESTOR LLC,KIAVI FUNDING INC,7714 PARK DR,PARKVILLE,2025-06-12,180000,255900
189,ENCORE DEVELOPMENT LLC,KILLARNEY HOLDINGS LLC,904 N LAKEWOOD AVE,BALTIMORE,2025-06-12,119000,194000
190,UNLIMITED REI LLC,TRUSTED LENDING GROUP LLC,1007 MOUNT HOLLY ST,BALTIMORE,2025-06-12,115000,100000
191,DK HOUSE LIMITED LIABILITY COMPANY LLC,MWC CF SPV LLC,1357 WALKER AVE,BALTIMORE,2025-06-11,111760,155000
192,PRECIOUS PRICE PROPERTIES LLC,KILLARNEY HOLDINGS LLC,3705 ALLENSWOOD CT,RANDALLSTOWN,2025-06-11,245000,325000
193,3605 SYLVAN DR LLC,LIFE INVESTMENTS LLC,3605 SYLVAN DR,GWYNN OAK,2025-06-11,213000,263000
194,ELITE BASEMENTS LLC,KIAVI FUNDING INC,2819 RED LION PL,WALDORF,2025-06-11,242000,241800
195,TRUE HOLDINGS LLC,RFLF 4 LLC,8625 CHESTNUT GROVE RD,FREDERICK,2025-06-11,291000,281700
196,HAMLET APARTMENTS LLC,COMMUNITY DEV ADMINISTRATION,4480 BLUE HERON WAY,BLADENSBURG,2025-06-11,450000,14100000
197,9709 DALE DR LLC,RCN CAPITAL LLC,9709 DALE DR,UPPER MARLBORO,2025-06-11,260000,293100
198,OMID LAND GROUP LLC,FORBRIGHT BANK,8629 PARK AVE,BOWIE,2025-06-11,381000,266700
199,GSHS INVESTORS LLC,NATIONAL ARTISTS CORPORATION,1007 DRUM AVE,CAPITOL HEIGHTS,2025-06-11,260000,330000
200,FRESH OUTLOOK SUPPORT LLC,A&D MORTGAGE LLC,13810 FRANKS RUN RD,SMITHSBURG,2025-06-11,700000,560000
201,HOMESTEAD FINDERS LLC,EMBRACE HOME LOANS INC,2301 PHILADELPHIA AVE # 307,OCEAN CITY,2025-06-11,209900,157425
202,BUILD IT BETTER LLC,BPC INVESTMENTS LLC,1535 HOLBROOK ST,BALTIMORE,2025-06-11,112500,133500
203,KAY & JAYS PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,1532 N ELLAMONT ST,BALTIMORE,2025-06-11,82000,127500
204,BUILD IT BETTER LLC,ARTEMIS3 PDX LLC,342 S SMALLWOOD ST,BALTIMORE,2025-06-11,22500,132500
